,filename,name,query,related,targetCompany
1385,the_geo_group_inc,The GEO Group Inc,The GEO Group Inc product,0,志聖_服務_電子技術
1386,the_hackett_group_inc,"The Hackett Group, Inc.","The Hackett Group, Inc. product",0,志聖_服務_電子技術
1387,tianjin_binhai_teda_logistics_grp_co_ltd,Tianjin Binhai Teda Logistics Grp Co Ltd,Tianjin Binhai Teda Logistics Grp Co Ltd product,0,志聖_服務_電子技術
1388,towers_watson__co,Towers Watson & Co,Towers Watson & Co product,0,志聖_服務_電子技術
1389,transatlantic_capital_inc,Transatlantic Capital Inc,Transatlantic Capital Inc product,0,志聖_服務_電子技術
1390,transcom_worldwide_ab,Transcom Worldwide AB,Transcom Worldwide AB product,0,志聖_服務_電子技術
1391,tri_viet_management_investment_corp,Tri Viet Management Investment Corp,Tri Viet Management Investment Corp product,0,志聖_服務_電子技術
1392,trinet_group_inc,TriNet Group Inc,TriNet Group Inc product,0,志聖_服務_電子技術
1393,trueblue_inc,Trueblue Inc,Trueblue Inc product,0,志聖_服務_電子技術
1394,tss_inc,TSS Inc,TSS Inc product,0,志聖_服務_電子技術
1395,uem_edgenta_bhd,UEM Edgenta Bhd,UEM Edgenta Bhd product,0,志聖_服務_電子技術
1396,vantiv_inc,Vantiv Inc,Vantiv Inc product,0,志聖_服務_電子技術
1397,vectrus_inc,Vectrus Inc,Vectrus Inc product,0,志聖_服務_電子技術
1398,veda_group_ltd,Veda Group Ltd,Veda Group Ltd product,0,志聖_服務_電子技術
1399,vjtf_eduservices_ltd,VJTF Eduservices Ltd,VJTF Eduservices Ltd product,0,志聖_服務_電子技術
1400,volt_information_sciences_inc,"Volt Information Sciences, Inc.","Volt Information Sciences, Inc. product",0,志聖_服務_電子技術
1401,volvere_plc,Volvere PLC,Volvere PLC product,0,志聖_服務_電子技術
1402,weight_watchers_international_inc,"Weight Watchers International, Inc.","Weight Watchers International, Inc. product",0,志聖_服務_電子技術
1403,west_corp,West Corp,West Corp product,0,志聖_服務_電子技術
1404,wex_inc,WEX Inc,WEX Inc product,0,志聖_服務_電子技術
1405,wilhelmina_international_inc,Wilhelmina International Inc,Wilhelmina International Inc product,0,志聖_服務_電子技術
1406,will_group_inc,Will Group Inc,Will Group Inc product,0,志聖_服務_電子技術
1407,wincanton_plc,Wincanton plc,Wincanton plc product,0,志聖_服務_電子技術
1408,wise_group_ab,Wise Group AB,Wise Group AB product,0,志聖_服務_電子技術
1409,workforce_holdings_limited,Workforce Holdings Limited,Workforce Holdings Limited product,0,志聖_服務_電子技術
1410,world_holdings_co_ltd,World Holdings Co Ltd,World Holdings Co Ltd product,0,志聖_服務_電子技術
1411,wsp_global_inc,WSP Global Inc,WSP Global Inc product,0,志聖_服務_電子技術
1412,xiamen_jiayin_online_co_ltd,Xiamen Jiayin Online Co Ltd,Xiamen Jiayin Online Co Ltd product,0,志聖_服務_電子技術
1413,xiamen_xiangyu_co_ltd,Xiamen Xiangyu Co Ltd,Xiamen Xiangyu Co Ltd product,0,志聖_服務_電子技術
1414,xura_inc,Xura Inc,Xura Inc product,0,志聖_服務_電子技術
1415,yud_yangtze_river_investment_industry,Y.U.D Yangtze River Investment Industry,Y.U.D Yangtze River Investment Industry product,0,志聖_服務_電子技術
1416,yamada_consulting_group_co_ltd,Yamada Consulting Group Co Ltd,Yamada Consulting Group Co Ltd product,0,志聖_服務_電子技術
1417,yin_he_holdings_ltd,Yin He Holdings Ltd,Yin He Holdings Ltd product,0,志聖_服務_電子技術
1418,zalaris_asa,Zalaris ASA,Zalaris ASA product,0,志聖_服務_電子技術
1419,zz_capital_international_ltd,ZZ Capital International Ltd,ZZ Capital International Ltd product,0,志聖_服務_電子技術
1420,acal_plc,Acal plc,Acal plc product,0,志聖_進貨_電子設備
1421,advanced_digital_chips_inc,Advanced Digital Chips Inc,Advanced Digital Chips Inc product,0,志聖_進貨_電子設備
1422,alltek_technology_corp,Alltek Technology Corp.,Alltek Technology Corp. product,0,志聖_進貨_電子設備
1423,arrow_electronics_inc,"Arrow Electronics, Inc.","Arrow Electronics, Inc. product",0,志聖_進貨_電子設備
1424,asec_international_corporation,ASEC International Corporation,ASEC International Corporation product,1,志聖_進貨_電子設備
1425,av_concept_holdings_limited,AV Concept Holdings Limited,AV Concept Holdings Limited product,0,志聖_進貨_電子設備
1426,bos_better_online_sol_usa,BOS Better OnLine Sol (USA),BOS Better OnLine Sol (USA) product,0,志聖_進貨_電子設備
1427,chander_electronics_corp,Chander Electronics Corp.,Chander Electronics Corp. product,0,志聖_進貨_電子設備
1428,daetwyler_holding_ag,Daetwyler Holding AG,Daetwyler Holding AG product,0,志聖_進貨_電子設備
1429,doryoku_co_ltd,Doryoku Co Ltd,Doryoku Co Ltd product,0,志聖_進貨_電子設備
1430,dragon_group_international_limited,Dragon Group International Limited,Dragon Group International Limited product,0,志聖_進貨_電子設備
1431,edom_technology_co_ltd,Edom Technology Co Ltd,Edom Technology Co Ltd product,1,志聖_進貨_電子設備
1432,excel_co_ltd,Excel Co Ltd,Excel Co Ltd product,0,志聖_進貨_電子設備
1433,ferrum_pcl,Ferrum PCL,Ferrum PCL product,1,志聖_進貨_電子設備
1434,galaxy_far_east_corp,Galaxy Far East Corp,Galaxy Far East Corp product,0,志聖_進貨_電子設備
1435,gohigh_data_networks_technology_co_ltd,"Gohigh Data Networks Technology Co., Ltd","Gohigh Data Networks Technology Co., Ltd product",0,志聖_進貨_電子設備
1436,gold_tat_group_international_ltd,Gold Tat Group International Ltd,Gold Tat Group International Ltd product,0,志聖_進貨_電子設備
1437,gremz_inc,Gremz Inc,Gremz Inc product,1,志聖_進貨_電子設備
1438,hagiwara_electric_co_ltd,"HAGIWARA ELECTRIC CO., LTD.","HAGIWARA ELECTRIC CO., LTD. product",0,志聖_進貨_電子設備
1439,hanchang_corporation,Hanchang Corporation,Hanchang Corporation product,0,志聖_進貨_電子設備
1440,howteh_technology_co_ltd,"Howteh Technology Co., Ltd.","Howteh Technology Co., Ltd. product",0,志聖_進貨_電子設備
1441,infosonics_corporation,InfoSonics Corporation,InfoSonics Corporation product,0,志聖_進貨_電子設備
1442,intermap_technologies_corp,Intermap Technologies Corp,Intermap Technologies Corp product,0,志聖_進貨_電子設備
1443,jadason_enterprises_limited,Jadason Enterprises Limited,Jadason Enterprises Limited product,0,志聖_進貨_電子設備
1444,kanaden_corporation,KANADEN CORPORATION,KANADEN CORPORATION product,1,志聖_進貨_電子設備
1445,koryo_electronics_co_ltd,Koryo Electronics Co Ltd,Koryo Electronics Co Ltd product,0,志聖_進貨_電子設備
1446,kuen_chaang_uppertech_corp,KUEN CHAANG UPPERTECH CORP.,KUEN CHAANG UPPERTECH CORP. product,0,志聖_進貨_電子設備
1447,kyoei_sangyo_co_ltd,"KYOEI SANGYO CO., LTD.","KYOEI SANGYO CO., LTD. product",0,志聖_進貨_電子設備
1448,laird_plc,Laird PLC,Laird PLC product,0,志聖_進貨_電子設備
1449,liteon_japan_ltd,LITE-ON JAPAN LTD.,LITE-ON JAPAN LTD. product,0,志聖_進貨_電子設備
1450,marubun_corporation,MARUBUN CORPORATION,MARUBUN CORPORATION product,1,志聖_進貨_電子設備
1451,maxtek_technology_co_ltd,"MAXTEK TECHNOLOGY CO., LTD.","MAXTEK TECHNOLOGY CO., LTD. product",0,志聖_進貨_電子設備
1452,mdr_ltd,mDR Ltd,mDR Ltd product,0,志聖_進貨_電子設備
1453,merdeka_financial_services_group_ltd,Merdeka Financial Services Group Ltd,Merdeka Financial Services Group Ltd product,0,志聖_進貨_電子設備
1454,metatech_ap_inc,MetaTech (AP) Inc.,MetaTech (AP) Inc. product,0,志聖_進貨_電子設備
1455,mitachi_co_ltd,"MITACHI CO., LTD","MITACHI CO., LTD product",0,志聖_進貨_電子設備
1456,mobicon_group_limited,Mobicon Group Limited,Mobicon Group Limited product,0,志聖_進貨_電子設備
1457,naigai_tec_corporation,Naigai Tec Corporation,Naigai Tec Corporation product,0,志聖_進貨_電子設備
1458,nichidenbo_corporation,NICHIDENBO CORPORATION,NICHIDENBO CORPORATION product,0,志聖_進貨_電子設備
1459,niching_industrial_corporation,NICHING INDUSTRIAL CORPORATION,NICHING INDUSTRIAL CORPORATION product,0,志聖_進貨_電子設備
1460,nippo_ltd,NIPPO LTD.,NIPPO LTD. product,0,志聖_進貨_電子設備
1461,omphalos_corp,"Omphalos, Corp.","Omphalos, Corp. product",0,志聖_進貨_電子設備
1462,petrosetco_distribution_joint_stock_co,Petrosetco Distribution Joint Stock Co,Petrosetco Distribution Joint Stock Co product,0,志聖_進貨_電子設備
1463,planet_communications_asia_pcl,Planet Communications Asia PCL,Planet Communications Asia PCL product,0,志聖_進貨_電子設備
1464,podak_co_ltd,Podak Co Ltd,Podak Co Ltd product,0,志聖_進貨_電子設備
1465,premier_farnell_plc,Premier Farnell plc,Premier Farnell plc product,0,志聖_進貨_電子設備
1466,professional_computer_technology_ltd,Professional Computer Technology Ltd,Professional Computer Technology Ltd product,0,志聖_進貨_電子設備
1467,promaster_technology_corp,Promaster Technology Corp.,Promaster Technology Corp. product,0,志聖_進貨_電子設備
1468,promate_electronic_co_ltd,Promate Electronic Co Ltd,Promate Electronic Co Ltd product,0,志聖_進貨_電子設備
1469,rada_electronic_ind_ltd,RADA Electronic Ind. Ltd.,RADA Electronic Ind. Ltd. product,0,志聖_進貨_電子設備
1470,renesas_easton_co_ltd,Renesas Easton Co Ltd,Renesas Easton Co Ltd product,0,志聖_進貨_電子設備
1471,richardson_electronics_ltd,"Richardson Electronics, Ltd.","Richardson Electronics, Ltd. product",0,志聖_進貨_電子設備
1472,ryoden_corp,Ryoden Corp,Ryoden Corp product,0,志聖_進貨_電子設備
1473,ryosan_company_limited,"Ryosan Company, Limited","Ryosan Company, Limited product",0,志聖_進貨_電子設備
1474,ryoyo_electro_corp,Ryoyo Electro Corp,Ryoyo Electro Corp product,0,志聖_進貨_電子設備
1475,sas_dragon_holdings_limited,S.A.S. Dragon Holdings Limited,S.A.S. Dragon Holdings Limited product,0,志聖_進貨_電子設備
1476,sakae_electronics_corporation,Sakae Electronics Corporation,Sakae Electronics Corporation product,1,志聖_進貨_電子設備
1477,salora_international_ltd,Salora International Ltd,Salora International Ltd product,0,志聖_進貨_電子設備
1478,sanshin_electronics_co_ltd,"SANSHIN ELECTRONICS CO., LTD.","SANSHIN ELECTRONICS CO., LTD. product",1,志聖_進貨_電子設備
1479,seiryo_electric_corporation,SEIRYO ELECTRIC CORPORATION,SEIRYO ELECTRIC CORPORATION product,0,志聖_進貨_電子設備
1480,sentronic_international_corp,Sentronic International Corp,Sentronic International Corp product,0,志聖_進貨_電子設備
1481,serial_system_ltd,Serial System Ltd,Serial System Ltd product,0,志聖_進貨_電子設備
1482,shenzhen_huakong_seg_co_ltd,Shenzhen Huakong Seg Co Ltd,Shenzhen Huakong Seg Co Ltd product,0,志聖_進貨_電子設備
1483,shinden_hightex_corp,Shinden Hightex Corp,Shinden Hightex Corp product,0,志聖_進貨_電子設備
1484,smartcore_holdings_ltd,Smart-Core Holdings Ltd,Smart-Core Holdings Ltd product,0,志聖_進貨_電子設備
1485,sunnic_technology__merchandise_inc,SUNNIC Technology & Merchandise Inc.,SUNNIC Technology & Merchandise Inc. product,0,志聖_進貨_電子設備
1486,supreme_electronics_co_ltd,"Supreme Electronics Co., Ltd.","Supreme Electronics Co., Ltd. product",0,志聖_進貨_電子設備
1487,surge_components_inc,Surge Components Inc,Surge Components Inc product,0,志聖_進貨_電子設備
1488,taitron_components_inc,Taitron Components Inc.,Taitron Components Inc. product,0,志聖_進貨_電子設備
1489,taiwan_ostor_corp,TAIWAN OSTOR CORP.,TAIWAN OSTOR CORP. product,0,志聖_進貨_電子設備
1490,takachiho_koheki_co_ltd,"TAKACHIHO KOHEKI CO., LTD.","TAKACHIHO KOHEKI CO., LTD. product",0,志聖_進貨_電子設備
1491,tessco_technologies_inc,"TESSCO Technologies, Inc.","TESSCO Technologies, Inc. product",0,志聖_進貨_電子設備
1492,tim_sa,TIM SA,TIM SA product,0,志聖_進貨_電子設備
1493,tokai_electronics_co_ltd,Tokai Electronics Co Ltd,Tokai Electronics Co Ltd product,1,志聖_進貨_電子設備
1494,tokyo_electron_device_ltd,Tokyo Electron Device Ltd,Tokyo Electron Device Ltd product,1,志聖_進貨_電子設備
1495,tomen_devices_corporation,TOMEN DEVICES CORPORATION,TOMEN DEVICES CORPORATION product,0,志聖_進貨_電子設備
1496,trustsearch_corpltd,"Trust-Search Corp.,Ltd.","Trust-Search Corp.,Ltd. product",0,志聖_進貨_電子設備
1497,twz_corporation_pcl,TWZ Corporation PCL,TWZ Corporation PCL product,0,志聖_進貨_電子設備
1498,unitron_tech_co_ltd,Unitron Tech Co Ltd,Unitron Tech Co Ltd product,0,志聖_進貨_電子設備
1499,vitec_holdings_co_ltd,Vitec Holdings Co Ltd,Vitec Holdings Co Ltd product,0,志聖_進貨_電子設備
1500,voxx_international_corp,VOXX International Corp,VOXX International Corp product,0,志聖_進貨_電子設備
1501,vtac_technology_co_ltd,"V-Tac Technology Co., Ltd.","V-Tac Technology Co., Ltd. product",0,志聖_進貨_電子設備
1502,willasarray_electronics_holdings_ltd,Willas-Array Electronics (Holdings) Ltd,Willas-Array Electronics (Holdings) Ltd product,0,志聖_進貨_電子設備
1503,wpg_holdings_limited,WPG Holdings Limited,WPG Holdings Limited product,0,志聖_進貨_電子設備
1504,wt_microelectronics_co_ltd,"WT Microelectronics Co., Ltd.","WT Microelectronics Co., Ltd. product",0,志聖_進貨_電子設備
1505,wuhan_ps_information_technology_co_ltd,Wuhan P&S Information Technology Co Ltd,Wuhan P&S Information Technology Co Ltd product,0,志聖_進貨_電子設備
1506,yunbo_digital_synergy_group_ltd,Yunbo Digital Synergy Group Ltd,Yunbo Digital Synergy Group Ltd product,0,志聖_進貨_電子設備
1507,zenitron_corp,Zenitron Corp,Zenitron Corp product,0,志聖_進貨_電子設備
1508,zobee_holdings_ltd,Z-Obee Holdings Ltd,Z-Obee Holdings Ltd product,0,志聖_進貨_電子設備
1509,3s_korea_co_ltd,3S Korea Co Ltd,3S Korea Co Ltd product,0,志聖_銷貨_電子設備
1510,adept_technology_inc,Adept Technology Inc,Adept Technology Inc product,0,志聖_銷貨_電子設備
1511,advanced_process_systems_corp,Advanced Process Systems Corp,Advanced Process Systems Corp product,1,志聖_銷貨_電子設備
1512,aixtron_se,AIXTRON SE,AIXTRON SE product,0,志聖_銷貨_電子設備
1513,aixtron_se_adr,AIXTRON SE (ADR),AIXTRON SE (ADR) product,0,志聖_銷貨_電子設備
1514,all_ring_tech_co_ltd,All Ring Tech Co Ltd,All Ring Tech Co Ltd product,0,志聖_銷貨_電子設備
1515,amba_enterprises_ltd,Amba Enterprises Ltd,Amba Enterprises Ltd product,0,志聖_銷貨_電子設備
1516,ampoc_fareast_coltd,"AMPOC FAR-EAST CO.,LTD","AMPOC FAR-EAST CO.,LTD product",1,志聖_銷貨_電子設備
1517,apic_yamada_corporation,APIC YAMADA CORPORATION,APIC YAMADA CORPORATION product,1,志聖_銷貨_電子設備
1518,asia_telenet__technology_corporation,Asia Tele-Net & Technology Corporation,Asia Tele-Net & Technology Corporation product,0,志聖_銷貨_電子設備
1519,asm_international_nv_adr,ASM International NV (ADR),ASM International NV (ADR) product,0,志聖_銷貨_電子設備
1520,asm_international_nv_amsterdam,ASM International NV (Amsterdam),ASM International NV (Amsterdam) product,0,志聖_銷貨_電子設備
1521,asm_pacific_technology_limited,ASM Pacific Technology Limited,ASM Pacific Technology Limited product,0,志聖_銷貨_電子設備
1522,asml_holding_nv,ASML Holding NV,ASML Holding NV product,0,志聖_銷貨_電子設備
1523,asml_holding_nv_adr,ASML Holding NV (ADR),ASML Holding NV (ADR) product,0,志聖_銷貨_電子設備
1524,asti_holdings_limited,ASTI Holdings Limited,ASTI Holdings Limited product,0,志聖_銷貨_電子設備
1525,at_technology_co_ltd,AT Technology Co Ltd,AT Technology Co Ltd product,0,志聖_銷貨_電子設備
1526,aurotek_corp,Aurotek Corp,Aurotek Corp product,1,志聖_銷貨_電子設備
1527,avaco_co_ltd,Avaco Co Ltd,Avaco Co Ltd product,1,志聖_銷貨_電子設備
1528,aval_data_corp,Aval Data Corp,Aval Data Corp product,0,志聖_銷貨_電子設備
1529,axcelis_technologies_inc,Axcelis Technologies Inc,Axcelis Technologies Inc product,0,志聖_銷貨_電子設備
1530,be_semiconductor_industrs_nv_usa,BE Semiconductor Industrs NV (USA),BE Semiconductor Industrs NV (USA) product,0,志聖_銷貨_電子設備
1531,beijing_new_universal_scie__tech_co_ltd,Beijing New Universal Scie & Tech Co Ltd,Beijing New Universal Scie & Tech Co Ltd product,1,志聖_銷貨_電子設備
1532,beijing_quanyou_time_sci_and_tech_co_ltd,Beijing Quanyou Time Sci and Tech Co Ltd,Beijing Quanyou Time Sci and Tech Co Ltd product,0,志聖_銷貨_電子設備
1533,binh_trieu_construction__enginering_jsc,Binh Trieu Construction & Enginering JSC,Binh Trieu Construction & Enginering JSC product,0,志聖_銷貨_電子設備
1534,c_sun_mfg_ltd,C SUN MFG. LTD.,C SUN MFG. LTD. product,0,志聖_銷貨_電子設備
1535,calitech_co_ltd,Calitech Co Ltd,Calitech Co Ltd product,0,志聖_銷貨_電子設備
1536,cavotec_sa,Cavotec SA,Cavotec SA product,0,志聖_銷貨_電子設備
1537,centrotherm_photovoltaics_ag,centrotherm photovoltaics AG,centrotherm photovoltaics AG product,0,志聖_銷貨_電子設備
1538,cerinnov_group_sa,Cerinnov Group SA,Cerinnov Group SA product,0,志聖_銷貨_電子設備
1539,charm_engineering_co_ltd,Charm Engineering Co Ltd,Charm Engineering Co Ltd product,1,志聖_銷貨_電子設備
1540,chen_full_international_co_ltd,Chen Full International Co Ltd,Chen Full International Co Ltd product,0,志聖_銷貨_電子設備
1541,chien_wei_precise_technology_co_ltd,"Chien Wei Precise Technology Co., Ltd.","Chien Wei Precise Technology Co., Ltd. product",0,志聖_銷貨_電子設備
1542,chime_ball_technology_co_ltd,Chime Ball Technology Co Ltd,Chime Ball Technology Co Ltd product,0,志聖_銷貨_電子設備
1543,china_national_materials_company_limited,China National Materials Company Limited,China National Materials Company Limited product,0,志聖_銷貨_電子設備
1544,ching_chan_optical_technology_co_ltd,Ching Chan Optical Technology Co Ltd,Ching Chan Optical Technology Co Ltd product,0,志聖_銷貨_電子設備
1545,citic_heavy_industries_co_ltd,CITIC Heavy Industries Co Ltd,CITIC Heavy Industries Co Ltd product,0,志聖_銷貨_電子設備
1546,contrel_technology_co_ltd,Contrel Technology Co Ltd,Contrel Technology Co Ltd product,0,志聖_銷貨_電子設備
1547,cosmos_machinery_enterprises_limited,Cosmos Machinery Enterprises Limited,Cosmos Machinery Enterprises Limited product,0,志聖_銷貨_電子設備
1548,cvd_equipment_corporation,CVD Equipment Corporation,CVD Equipment Corporation product,0,志聖_銷貨_電子設備
1549,cymechs_inc,Cymechs Inc,Cymechs Inc product,0,志聖_銷貨_電子設備
1550,da_technology_co_ltd,DA Technology Co Ltd,DA Technology Co Ltd product,0,志聖_銷貨_電子設備
1551,dalian_sunlight_machinery_co_ltd,Dalian Sunlight Machinery Co Ltd,Dalian Sunlight Machinery Co Ltd product,0,志聖_銷貨_電子設備
1552,dalian_zhiyun_automation_co_ltd,Dalian Zhiyun Automation Co Ltd,Dalian Zhiyun Automation Co Ltd product,0,志聖_銷貨_電子設備
1553,di_corp,DI Corp,DI Corp product,0,志聖_銷貨_電子設備
1554,disco_corporation,DISCO CORPORATION,DISCO CORPORATION product,0,志聖_銷貨_電子設備
1555,dms_co_ltd,"DMS Co., LTD.","DMS Co., LTD. product",0,志聖_銷貨_電子設備
1556,dsk_co_ltd,DSK CO LTD,DSK CO LTD product,1,志聖_銷貨_電子設備
1557,er_engineering_corp,E&R Engineering Corp,E&R Engineering Corp product,1,志聖_銷貨_電子設備
1558,eclat_forever_machinery_co_ltd,Eclat Forever Machinery Co Ltd,Eclat Forever Machinery Co Ltd product,0,志聖_銷貨_電子設備
1559,elgi_rubber_co_ltd,ELGI Rubber Co Ltd,ELGI Rubber Co Ltd product,0,志聖_銷貨_電子設備
1560,eo_technics_co_ltd,"EO Technics Co., Ltd.","EO Technics Co., Ltd. product",0,志聖_銷貨_電子設備
1561,equis_n_zaroo_co_ltd,Equis N Zaroo Co Ltd,Equis N Zaroo Co Ltd product,0,志聖_銷貨_電子設備
1562,eugene_technology_co_ltd,Eugene Technology Co Ltd,Eugene Technology Co Ltd product,0,志聖_銷貨_電子設備
1563,ferrotec_corporation,Ferrotec Corporation,Ferrotec Corporation product,0,志聖_銷貨_電子設備
1564,foxsemicon_integrated_technology_inc,Foxsemicon Integrated Technology Inc,Foxsemicon Integrated Technology Inc product,0,志聖_銷貨_電子設備
1565,frencken_group_limited,Frencken Group Limited,Frencken Group Limited product,0,志聖_銷貨_電子設備
1566,fujian_excellence_honcha_envrmtl_int_eqp,Fujian Excellence Honcha Envrmtl Int Eqp,Fujian Excellence Honcha Envrmtl Int Eqp product,0,志聖_銷貨_電子設備
1567,fujian_haiyuan_automatic_eqpmnts_co_ltd,Fujian Haiyuan Automatic Eqpmnts Co Ltd,Fujian Haiyuan Automatic Eqpmnts Co Ltd product,0,志聖_銷貨_電子設備
1568,gallant_precision_machining_co_ltd,Gallant Precision Machining Co Ltd,Gallant Precision Machining Co Ltd product,0,志聖_銷貨_電子設備
1569,garb_oil__power_corp,Garb Oil & Power Corp,Garb Oil & Power Corp product,0,志聖_銷貨_電子設備
1570,genetec_technology_berhad,Genetec Technology Berhad,Genetec Technology Berhad product,0,志聖_銷貨_電子設備
1571,global_material_science_coltd,Global Material Science CoLtd,Global Material Science CoLtd product,0,志聖_銷貨_電子設備
1572,global_standard_technology_co_ltd,Global Standard Technology Co Ltd,Global Standard Technology Co Ltd product,0,志聖_銷貨_電子設備
1573,global_testing_corp_ltd,Global Testing Corp Ltd,Global Testing Corp Ltd product,0,志聖_銷貨_電子設備
1574,gongin_precision_industrial_coltd,"Gongin Precision Industrial Co.,Ltd","Gongin Precision Industrial Co.,Ltd product",0,志聖_銷貨_電子設備
1575,grand_kartech_tbk_pt,Grand Kartech Tbk PT,Grand Kartech Tbk PT product,0,志聖_銷貨_電子設備
1576,grand_plastic_technology_corp,GRAND PLASTIC TECHNOLOGY CORP,GRAND PLASTIC TECHNOLOGY CORP product,0,志聖_銷貨_電子設備
1577,guangdong_jinming_machinery_co_ltd,Guangdong Jinming Machinery Co Ltd,Guangdong Jinming Machinery Co Ltd product,0,志聖_銷貨_電子設備
1578,guangdong_yizumi_precision_mchnry_co_ltd,Guangdong Yizumi Precision Mchnry Co Ltd,Guangdong Yizumi Precision Mchnry Co Ltd product,0,志聖_銷貨_電子設備
1579,guangdong_zhengye_technology_co_ltd,Guangdong Zhengye Technology Co Ltd,Guangdong Zhengye Technology Co Ltd product,1,志聖_銷貨_電子設備
1580,hanergy_thin_film_power_group_ltd,Hanergy Thin Film Power Group Ltd,Hanergy Thin Film Power Group Ltd product,0,志聖_銷貨_電子設備
1581,hankook_technology_inc,Hankook Technology Inc,Hankook Technology Inc product,0,志聖_銷貨_電子設備
1582,hanmi_semiconductor_co_ltd,Hanmi Semiconductor Co Ltd,Hanmi Semiconductor Co Ltd product,0,志聖_銷貨_電子設備
1583,hanyang_eng_co_ltd,"Hanyang Eng Co., Ltd.","Hanyang Eng Co., Ltd. product",0,志聖_銷貨_電子設備
1584,harbin_boshi_automation_co_ltd,Harbin Boshi Automation Co Ltd,Harbin Boshi Automation Co Ltd product,0,志聖_銷貨_電子設備
1585,hb_technology_co_ltd,HB Technology Co Ltd,HB Technology Co Ltd product,1,志聖_銷貨_電子設備
1586,hirano_tecseed_co_ltd,"HIRANO TECSEED Co., Ltd.","HIRANO TECSEED Co., Ltd. product",0,志聖_銷貨_電子設備
1587,hirata_corp,Hirata Corp,Hirata Corp product,0,志聖_銷貨_電子設備
1588,holon_co_ltd,"HOLON CO., LTD.","HOLON CO., LTD. product",0,志聖_銷貨_電子設備
1589,hunan_china_sun_pharmactcl_mchnry_co_ltd,Hunan China Sun Pharmactcl Mchnry Co Ltd,Hunan China Sun Pharmactcl Mchnry Co Ltd product,0,志聖_銷貨_電子設備
1590,i_factory_co_ltd,I Factory Co Ltd,I Factory Co Ltd product,0,志聖_銷貨_電子設備
1591,impact_coatings_ab_publ,Impact Coatings AB (publ),Impact Coatings AB (publ) product,0,志聖_銷貨_電子設備
1592,innovation_for_creative_devices_co_ltd,Innovation For Creative Devices Co Ltd,Innovation For Creative Devices Co Ltd product,0,志聖_銷貨_電子設備
1593,interbulls_co_ltd,Interbulls Co Ltd,Interbulls Co Ltd product,1,志聖_銷貨_電子設備
1594,intevac_inc,"Intevac, Inc.","Intevac, Inc. product",0,志聖_銷貨_電子設備
1595,invenia_co_ltd,Invenia Co Ltd,Invenia Co Ltd product,0,志聖_銷貨_電子設備
1596,isc_co_ltd,ISC Co Ltd,ISC Co Ltd product,0,志聖_銷貨_電子設備
1597,ishii_hyoki_co_ltd,Ishii Hyoki Co Ltd,Ishii Hyoki Co Ltd product,0,志聖_銷貨_電子設備
1598,ishii_tool__engineering_corporation,ISHII TOOL & ENGINEERING CORPORATION,ISHII TOOL & ENGINEERING CORPORATION product,0,志聖_銷貨_電子設備
1599,japan_steel_works_ltd,Japan Steel Works Ltd,Japan Steel Works Ltd product,0,志聖_銷貨_電子設備
1600,jastech_ltd,Jastech Ltd,Jastech Ltd product,0,志聖_銷貨_電子設備
1601,jinyitong_sci_and_techbeijing_co_ltd,Jinyitong Sci AND TechBeijing Co Ltd,Jinyitong Sci AND TechBeijing Co Ltd product,0,志聖_銷貨_電子設備
1602,js_huasheng_tianlong_photoelec_coltd,"JS Huasheng Tianlong Photoelec. Co.,Ltd.","JS Huasheng Tianlong Photoelec. Co.,Ltd. product",0,志聖_銷貨_電子設備
1603,juki_corp,Juki Corp,Juki Corp product,0,志聖_銷貨_電子設備
1604,jusung_engineering_co_ltd,"Jusung Engineering Co., Ltd.","Jusung Engineering Co., Ltd. product",0,志聖_銷貨_電子設備
1605,kabra_extrusion_technik_limited,Kabra Extrusion Technik Limited,Kabra Extrusion Technik Limited product,0,志聖_銷貨_電子設備
1606,katy_industries_inc,"Katy Industries, Inc.","Katy Industries, Inc. product",0,志聖_銷貨_電子設備
1607,kctech_co_ltd,Kctech Co Ltd,Kctech Co Ltd product,0,志聖_銷貨_電子設備
1608,keen_offshore_engineering_co_ltd,Keen Offshore Engineering Co Ltd,Keen Offshore Engineering Co Ltd product,0,志聖_銷貨_電子設備
1609,key_ware_electronics_co_ltd,"Key Ware Electronics Co., Ltd.","Key Ware Electronics Co., Ltd. product",0,志聖_銷貨_電子設備
1610,kimura_chemical_plants_co_ltd,"KIMURA CHEMICAL PLANTS CO., LTD.","KIMURA CHEMICAL PLANTS CO., LTD. product",0,志聖_銷貨_電子設備
1611,kodi_m_co_ltd,Kodi M Co Ltd,Kodi M Co Ltd product,0,志聖_銷貨_電子設備
1612,korea_semiconductor_system,Korea Semiconductor System,Korea Semiconductor System product,0,志聖_銷貨_電子設備
1613,lanzhou_hua_ye_tech_engr_jt_stck_co_ltd,Lanzhou Hua Ye Tech Engr Jt Stck Co Ltd,Lanzhou Hua Ye Tech Engr Jt Stck Co Ltd product,0,志聖_銷貨_電子設備
1614,laser_tek_taiwan_co_ltd,Laser Tek Taiwan Co. Ltd.,Laser Tek Taiwan Co. Ltd. product,0,志聖_銷貨_電子設備
1615,lb_semicon_co_ltd,LB Semicon Co Ltd,LB Semicon Co Ltd product,0,志聖_銷貨_電子設備
1616,lectra_sa,Lectra SA,Lectra SA product,0,志聖_銷貨_電子設備
